_id,date,product_id,sales_amount,store_location,Temperature (°C),Humidity (%),Weather Description
67a8313583d086df177a912a,2019-02-24,P008,772,Naypyitaw,NaN,NaN,
67a8313583d086df177a912b,2019-01-10,P009,76,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a912c,2019-02-20,P010,172,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a912d,2019-02-06,P011,60,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a912e,2019-03-09,P012,107,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a912f,2019-02-12,P013,246,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9130,2019-02-07,P014,453,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9131,2019-03-29,P015,749,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9132,2019-01-15,P016,590,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9133,2019-03-11,P017,506,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9134,2019-01-01,P018,457,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9135,2019-01-21,P019,172,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9136,2019-03-11,P020,84,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9137,2019-02-25,P021,451,Naypyitaw,NaN,NaN,
67a8313583d086df177a9138,2019-03-05,P022,277,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9139,2019-03-15,P023,69,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a913a,2019-02-17,P024,181,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a913b,2019-03-02,P025,279,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a913c,2019-03-22,P026,441,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a913d,2019-02-08,P027,35,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a913e,2019-03-10,P028,184,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a913f,2019-01-25,P029,463,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9140,2019-03-15,P030,235,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9141,2019-02-25,P031,494,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9142,2019-01-28,P032,737,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9143,2019-01-10,P033,703,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9144,2019-03-15,P034,202,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9145,2019-02-06,P035,417,Naypyitaw,NaN,NaN,
67a8313583d086df177a9146,2019-01-07,P036,71,Naypyitaw,NaN,NaN,
67a8313583d086df177a9147,2019-03-10,P037,328,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9148,2019-01-15,P038,575,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9149,2019-03-23,P039,461,Naypyitaw,NaN,NaN,
67a8313583d086df177a914a,2019-03-03,P040,253,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a914b,2019-01-17,P041,91,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a914c,2019-02-02,P042,117,Naypyitaw,NaN,NaN,
67a8313583d086df177a914d,2019-02-08,P043,435,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a914e,2019-03-04,P044,829,Naypyitaw,NaN,NaN,
67a8313583d086df177a914f,2019-03-16,P045,32,Naypyitaw,NaN,NaN,
67a8313583d086df177a9150,2019-03-09,P046,394,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9151,2019-02-27,P047,535,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9152,2019-02-06,P048,189,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9153,2019-02-10,P049,119,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9154,2019-03-19,P050,867,Naypyitaw,NaN,NaN,
67a8313583d086df177a9155,2019-02-03,P051,671,Naypyitaw,NaN,NaN,
67a8313583d086df177a9156,2019-02-10,P052,234,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9157,2019-03-22,P053,75,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9158,2019-01-25,P054,16,Naypyitaw,NaN,NaN,
67a8313583d086df177a9159,2019-03-07,P055,33,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a915a,2019-02-28,P056,722,Naypyitaw,NaN,NaN,
67a8313583d086df177a915b,2019-03-27,P057,93,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a915c,2019-02-07,P058,752,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a915d,2019-01-20,P059,759,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a915e,2019-03-12,P060,192,Naypyitaw,NaN,NaN,
67a8313583d086df177a915f,2019-02-15,P061,77,Naypyitaw,NaN,NaN,
67a8313583d086df177a9160,2019-02-24,P062,351,Naypyitaw,NaN,NaN,
67a8313583d086df177a9161,2019-02-03,P063,520,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9162,2019-03-06,P064,166,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9163,2019-02-14,P065,318,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9164,2019-03-13,P066,166,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9165,2019-02-10,P067,70,Naypyitaw,NaN,NaN,
67a8313583d086df177a9166,2019-01-07,P068,614,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9167,2019-01-24,P069,827,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9168,2019-02-02,P070,19,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9169,2019-01-06,P071,939,Naypyitaw,NaN,NaN,
67a8313583d086df177a916a,2019-02-11,P072,652,Naypyitaw,NaN,NaN,
67a8313583d086df177a916b,2019-03-05,P073,152,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a916c,2019-03-09,P074,478,Naypyitaw,NaN,NaN,
67a8313583d086df177a916d,2019-01-22,P075,705,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a916e,2019-01-13,P076,437,Naypyitaw,NaN,NaN,
67a8313583d086df177a916f,2019-01-09,P077,463,Naypyitaw,NaN,NaN,
67a8313583d086df177a9170,2019-01-12,P078,189,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9171,2019-03-05,P079,822,Naypyitaw,NaN,NaN,
67a8313583d086df177a9172,2019-01-22,P080,106,Naypyitaw,NaN,NaN,
67a8313583d086df177a9173,2019-01-21,P081,624,Naypyitaw,NaN,NaN,
67a8313583d086df177a9174,2019-01-26,P082,304,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9175,2019-01-23,P083,161,Naypyitaw,NaN,NaN,
67a8313583d086df177a9176,2019-02-23,P084,337,Naypyitaw,NaN,NaN,
67a8313583d086df177a9177,2019-03-09,P085,256,Naypyitaw,NaN,NaN,
67a8313583d086df177a9178,2019-03-05,P086,610,Naypyitaw,NaN,NaN,
67a8313583d086df177a9179,2019-03-25,P087,401,Naypyitaw,NaN,NaN,
67a8313583d086df177a917a,2019-03-27,P088,362,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a917b,2019-01-02,P089,44,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a917c,2019-02-27,P090,485,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a917d,2019-01-23,P091,198,Naypyitaw,NaN,NaN,
67a8313583d086df177a917e,2019-01-26,P092,471,Naypyitaw,NaN,NaN,
67a8313583d086df177a917f,2019-01-10,P093,161,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9180,2019-03-12,P094,608,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9181,2019-02-06,P095,94,Naypyitaw,NaN,NaN,
67a8313583d086df177a9182,2019-03-08,P096,102,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9183,2019-03-29,P097,922,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9184,2019-02-09,P098,78,Naypyitaw,NaN,NaN,
67a8313583d086df177a9185,2019-03-23,P099,166,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9186,2019-03-05,P100,521,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9187,2019-03-26,P101,51,Naypyitaw,NaN,NaN,
67a8313583d086df177a9188,2019-03-01,P102,742,Naypyitaw,NaN,NaN,
67a8313583d086df177a9189,2019-02-01,P103,218,Naypyitaw,NaN,NaN,
67a8313583d086df177a918a,2019-03-28,P104,367,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a918b,2019-03-19,P105,223,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a918c,2019-01-12,P106,931,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a918d,2019-01-05,P107,172,Naypyitaw,NaN,NaN,
67a8313583d086df177a918e,2019-03-22,P108,391,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a918f,2019-03-24,P109,321,Naypyitaw,NaN,NaN,
67a8313583d086df177a9190,2019-03-03,P110,860,Naypyitaw,NaN,NaN,
67a8313583d086df177a9191,2019-02-05,P111,34,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9192,2019-02-05,P112,309,Naypyitaw,NaN,NaN,
67a8313583d086df177a9193,2019-02-15,P113,535,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9194,2019-01-19,P114,548,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9195,2019-02-01,P115,763,Naypyitaw,NaN,NaN,
67a8313583d086df177a9196,2019-03-02,P116,85,Naypyitaw,NaN,NaN,
67a8313583d086df177a9197,2019-03-05,P117,115,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9198,2019-01-16,P118,53,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9199,2019-02-02,P119,115,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a919a,2019-01-20,P120,112,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a919b,2019-02-14,P121,836,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a919c,2019-01-12,P122,419,Naypyitaw,NaN,NaN,
67a8313583d086df177a919d,2019-03-09,P123,944,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a919e,2019-03-13,P124,536,Naypyitaw,NaN,NaN,
67a8313583d086df177a919f,2019-03-09,P125,474,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91a0,2019-03-10,P126,688,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91a1,2019-01-27,P127,169,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91a2,2019-01-08,P128,299,Naypyitaw,NaN,NaN,
67a8313583d086df177a91a3,2019-01-08,P129,575,Naypyitaw,NaN,NaN,
67a8313583d086df177a91a4,2019-02-08,P130,853,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91a5,2019-01-25,P131,291,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91a6,2019-03-06,P132,580,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91a7,2019-02-10,P133,146,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91a8,2019-02-17,P134,550,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91a9,2019-03-08,P135,512,Naypyitaw,NaN,NaN,
67a8313583d086df177a91aa,2019-02-18,P136,284,Naypyitaw,NaN,NaN,
67a8313583d086df177a91ab,2019-01-18,P137,138,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91ac,2019-02-18,P138,216,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91ad,2019-02-16,P139,545,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91ae,2019-03-16,P140,609,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91af,2019-01-23,P141,942,Naypyitaw,NaN,NaN,
67a8313583d086df177a91b0,2019-01-25,P142,950,Naypyitaw,NaN,NaN,
67a8313583d086df177a91b1,2019-02-05,P143,720,Naypyitaw,NaN,NaN,
67a8313583d086df177a91b2,2019-02-22,P144,31,Naypyitaw,NaN,NaN,
67a8313583d086df177a91b3,2019-01-21,P145,491,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91b4,2019-03-08,P146,291,Naypyitaw,NaN,NaN,
67a8313583d086df177a91b5,2019-02-10,P147,316,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91b6,2019-03-19,P148,277,Naypyitaw,NaN,NaN,
67a8313583d086df177a91b7,2019-03-06,P149,603,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91b8,2019-03-27,P150,272,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91b9,2019-03-23,P151,384,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91ba,2019-03-11,P152,254,Naypyitaw,NaN,NaN,
67a8313583d086df177a91bb,2019-01-29,P153,786,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91bc,2019-02-07,P154,103,Naypyitaw,NaN,NaN,
67a8313583d086df177a91bd,2019-01-28,P155,680,Naypyitaw,NaN,NaN,
67a8313583d086df177a91be,2019-02-20,P156,484,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91bf,2019-01-04,P157,75,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91c0,2019-03-07,P158,263,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91c1,2019-03-30,P159,918,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91c2,2019-03-27,P160,588,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91c3,2019-01-19,P161,362,Naypyitaw,NaN,NaN,
67a8313583d086df177a91c4,2019-02-25,P162,66,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91c5,2019-03-13,P163,336,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91c6,2019-01-30,P164,160,Naypyitaw,NaN,NaN,
67a8313583d086df177a91c7,2019-02-20,P165,418,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91c8,2019-02-25,P166,357,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91c9,2019-01-16,P167,1003,Naypyitaw,NaN,NaN,
67a8313583d086df177a91ca,2019-02-08,P168,1039,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91cb,2019-01-19,P169,323,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91cc,2019-02-01,P170,510,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91cd,2019-01-03,P171,367,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91ce,2019-01-26,P172,420,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91cf,2019-03-03,P173,175,Naypyitaw,NaN,NaN,
67a8313583d086df177a91d0,2019-01-19,P174,333,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91d1,2019-01-18,P175,166,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91d2,2019-03-21,P176,319,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91d3,2019-03-03,P177,186,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91d4,2019-02-13,P178,165,Naypyitaw,NaN,NaN,
67a8313583d086df177a91d5,2019-03-23,P179,465,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91d6,2019-01-28,P180,273,Naypyitaw,NaN,NaN,
67a8313583d086df177a91d7,2019-02-09,P181,472,Naypyitaw,NaN,NaN,
67a8313583d086df177a91d8,2019-01-23,P182,323,Naypyitaw,NaN,NaN,
67a8313583d086df177a91d9,2019-03-23,P183,162,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91da,2019-01-25,P184,288,Naypyitaw,NaN,NaN,
67a8313583d086df177a91db,2019-03-04,P185,90,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91dc,2019-03-05,P186,56,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91dd,2019-03-03,P187,793,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91de,2019-02-08,P188,195,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91df,2019-02-10,P189,77,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91e0,2019-01-28,P190,293,Naypyitaw,NaN,NaN,
67a8313583d086df177a91e1,2019-02-11,P191,242,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91e2,2019-01-15,P192,154,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91e3,2019-03-16,P193,829,Naypyitaw,NaN,NaN,
67a8313583d086df177a91e4,2019-01-26,P194,107,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91e5,2019-03-19,P195,171,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91e6,2019-01-13,P196,78,Naypyitaw,NaN,NaN,
67a8313583d086df177a91e7,2019-03-26,P197,91,Naypyitaw,NaN,NaN,
67a8313583d086df177a91e8,2019-03-23,P198,26,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91e9,2019-03-12,P199,174,Naypyitaw,NaN,NaN,
67a8313583d086df177a91ea,2019-02-17,P200,374,Naypyitaw,NaN,NaN,
67a8313583d086df177a91eb,2019-01-29,P201,120,Naypyitaw,NaN,NaN,
67a8313583d086df177a91ec,2019-03-15,P202,241,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91ed,2019-01-14,P203,451,Naypyitaw,NaN,NaN,
67a8313583d086df177a91ee,2019-02-06,P204,271,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91ef,2019-02-15,P205,93,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91f0,2019-01-03,P206,217,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91f1,2019-01-04,P207,629,Naypyitaw,NaN,NaN,
67a8313583d086df177a91f2,2019-03-18,P208,299,Naypyitaw,NaN,NaN,
67a8313583d086df177a91f3,2019-03-28,P209,95,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91f4,2019-03-02,P210,942,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91f5,2019-01-25,P211,247,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91f6,2019-01-16,P212,881,Naypyitaw,NaN,NaN,
67a8313583d086df177a91f7,2019-03-20,P213,484,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91f8,2019-01-04,P214,146,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91f9,2019-03-11,P215,217,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91fa,2019-03-22,P216,19,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91fb,2019-03-24,P217,130,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91fc,2019-02-21,P218,298,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a91fd,2019-02-12,P219,796,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91fe,2019-03-10,P220,180,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a91ff,2019-01-31,P221,285,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9200,2019-03-06,P222,456,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9201,2019-02-17,P223,62,Naypyitaw,NaN,NaN,
67a8313583d086df177a9202,2019-02-21,P224,13,Naypyitaw,NaN,NaN,
67a8313583d086df177a9203,2019-03-20,P225,90,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9204,2019-01-11,P226,183,Naypyitaw,NaN,NaN,
67a8313583d086df177a9205,2019-01-26,P227,655,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9206,2019-01-31,P228,155,Naypyitaw,NaN,NaN,
67a8313583d086df177a9207,2019-02-26,P229,571,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9208,2019-03-11,P230,532,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9209,2019-01-26,P231,170,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a920a,2019-03-12,P232,33,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a920b,2019-02-11,P233,794,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a920c,2019-02-21,P234,310,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a920d,2019-03-09,P235,545,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a920e,2019-01-20,P236,195,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a920f,2019-01-28,P237,91,Naypyitaw,NaN,NaN,
67a8313583d086df177a9210,2019-03-05,P238,232,Naypyitaw,NaN,NaN,
67a8313583d086df177a9211,2019-03-02,P239,69,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9212,2019-01-11,P240,94,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9213,2019-01-11,P241,235,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9214,2019-03-11,P242,125,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9215,2019-02-28,P243,195,Naypyitaw,NaN,NaN,
67a8313583d086df177a9216,2019-01-05,P244,263,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9217,2019-02-02,P245,788,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9218,2019-01-01,P246,399,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9219,2019-02-09,P247,256,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a921a,2019-01-23,P248,94,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a921b,2019-01-07,P249,326,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a921c,2019-01-14,P250,536,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a921d,2019-02-02,P251,439,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a921e,2019-03-17,P252,369,Naypyitaw,NaN,NaN,
67a8313583d086df177a921f,2019-03-02,P253,30,Naypyitaw,NaN,NaN,
67a8313583d086df177a9220,2019-03-16,P254,99,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9221,2019-01-06,P255,494,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9222,2019-01-29,P256,137,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9223,2019-01-31,P257,69,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9224,2019-02-05,P258,163,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9225,2019-02-13,P259,135,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9226,2019-02-07,P260,276,Naypyitaw,NaN,NaN,
67a8313583d086df177a9227,2019-03-19,P261,709,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9228,2019-03-07,P262,69,Naypyitaw,NaN,NaN,
67a8313583d086df177a9229,2019-03-13,P263,160,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a922a,2019-02-09,P264,233,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a922b,2019-02-26,P265,57,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a922c,2019-03-12,P266,723,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a922d,2019-03-14,P267,148,Naypyitaw,NaN,NaN,
67a8313583d086df177a922e,2019-01-08,P268,783,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a922f,2019-01-05,P269,297,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9230,2019-01-04,P270,373,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9231,2019-03-06,P271,354,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9232,2019-01-03,P272,44,Naypyitaw,NaN,NaN,
67a8313583d086df177a9233,2019-01-07,P273,203,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9234,2019-01-27,P274,25,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9235,2019-02-26,P275,628,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9236,2019-01-07,P276,352,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9237,2019-01-07,P277,229,Naypyitaw,NaN,NaN,
67a8313583d086df177a9238,2019-02-02,P278,400,Naypyitaw,NaN,NaN,
67a8313583d086df177a9239,2019-03-20,P279,745,Naypyitaw,NaN,NaN,
67a8313583d086df177a923a,2019-03-20,P280,462,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a923b,2019-02-15,P281,587,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a923c,2019-03-06,P282,38,Naypyitaw,NaN,NaN,
67a8313583d086df177a923d,2019-01-06,P283,16,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a923e,2019-03-04,P284,628,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a923f,2019-03-12,P285,200,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9240,2019-02-20,P286,350,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9241,2019-03-24,P287,78,Naypyitaw,NaN,NaN,
67a8313583d086df177a9242,2019-01-31,P288,224,Naypyitaw,NaN,NaN,
67a8313583d086df177a9243,2019-01-25,P289,356,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9244,2019-02-03,P290,697,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9245,2019-01-24,P291,423,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9246,2019-03-14,P292,204,Naypyitaw,NaN,NaN,
67a8313583d086df177a9247,2019-02-18,P293,65,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9248,2019-01-21,P294,76,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9249,2019-03-13,P295,190,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a924a,2019-03-03,P296,272,Naypyitaw,NaN,NaN,
67a8313583d086df177a924b,2019-03-29,P297,121,Naypyitaw,NaN,NaN,
67a8313583d086df177a924c,2019-01-10,P298,493,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a924d,2019-01-25,P299,252,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a924e,2019-01-19,P300,93,Naypyitaw,NaN,NaN,
67a8313583d086df177a924f,2019-01-02,P301,209,Naypyitaw,NaN,NaN,
67a8313583d086df177a9250,2019-03-12,P302,40,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9251,2019-02-25,P303,51,Naypyitaw,NaN,NaN,
67a8313583d086df177a9252,2019-03-18,P304,214,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9253,2019-02-23,P305,125,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a9254,2019-03-26,P306,530,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9255,2019-03-30,P307,295,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9256,2019-02-17,P308,745,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9257,2019-03-21,P309,83,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9258,2019-03-05,P310,172,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a9259,2019-01-31,P311,503,Mandalay,29.850000000000023,32,clear sky
67a8313583d086df177a925a,2019-02-05,P312,145,Naypyitaw,NaN,NaN,
67a8313583d086df177a925b,2019-02-01,P313,74,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a925c,2019-03-07,P314,146,Yangon,28.980000000000018,70,broken clouds
67a8313583d086df177a925d,2019-02-10,P315,820,Naypyitaw,NaN,NaN,
67a8313583d086df177a925e,2019-02-14,P316,208,Naypyitaw,NaN,NaN,
67a8313583d086df177a925f,2019-02-09,P317,66,Naypyitaw,NaN,NaN,
